,strike_price,option_type,entry_time,entry_price,exit_time,exit_price,exit_reason,expiry_date,m2m,trade_date,gross_pnl,expenses,interest,net_pnl
,14350,CE,2021-04-23 10:05:00,183.25,2021-04-23 11:11:00,224.55,Max SL,2021-04-29,-3097.5,2021-04-23,-3097.5,34.56105,0,-3132.06105
,14300,PE,2021-04-23 14:50:00,167.45,2021-04-23 15:15:00,151,EOD,2021-04-29,1233.75,2021-04-23,1233.75,26.9886375,0,1206.7613625
,14500,PE,2021-04-26 09:30:00,154.2,2021-04-26 15:15:00,142.5,EOD,2021-04-29,877.499999999999,2021-04-26,877.499999999999,25.145325,32.87,819.484674999999
,14550,PE,2021-04-27 09:55:00,109.5,2021-04-27 15:15:00,63.85,EOD,2021-04-29,3423.75,2021-04-27,3423.75,14.6914125,32.87,3376.1885875
,14750,PE,2021-04-28 09:30:00,81.05,2021-04-28 15:15:00,34.8,EOD,2021-04-29,3468.75,2021-04-28,3468.75,9.8182875,32.87,3426.0617125
,15000,PE,2021-04-29 09:30:00,44.55,2021-04-29 09:56:00,99.7,Max SL,2021-04-29,-4136.25,2021-04-29,-4136.25,12.2251875,32.87,-4181.3451875
,14900,PE,2021-04-29 10:00:00,43.95,2021-04-29 10:50:00,89.4,Max SL,2021-04-29,-3408.75,2021-04-29,-3408.75,11.3014125,0,-3420.0514125
,14850,PE,2021-04-29 11:00:00,63.45,2021-04-29 11:15:00,62.3,Signal Change,2021-04-29,86.2500000000004,2021-04-29,86.2500000000004,10.6573125,0,75.5926875000004
,14850,CE,2021-04-29 11:15:00,49.4,2021-04-29 12:52:00,100.9,Max SL,2021-04-29,-3862.5,2021-04-29,-3862.5,12.737925,0,-3875.237925
,14800,CE,2021-04-30 09:30:00,182.5,2021-04-30 15:15:00,106.45,EOD,2021-05-06,5703.75,2021-04-30,5703.75,24.4885125,32.87,5646.3914875
,14550,CE,2021-05-03 09:30:00,137.65,2021-05-03 11:15:00,138.05,Signal Change,2021-05-06,-30.0000000000004,2021-05-03,-30.0000000000004,23.365575,32.87,-86.2355750000004
,14550,PE,2021-05-03 11:15:00,138.3,2021-05-03 11:25:00,136.45,Signal Change,2021-05-06,138.750000000002,2021-05-03,138.750000000002,23.2850625,0,115.464937500002
,14550,CE,2021-05-03 11:25:00,137.4,2021-05-03 11:30:00,140.1,Signal Change,2021-05-06,-202.499999999999,2021-05-03,-202.499999999999,23.518125,0,-226.018124999999
,14550,PE,2021-05-03 11:30:00,133.85,2021-05-03 15:15:00,98.85,EOD,2021-05-06,2625,2021-05-03,2625,19.721325,0,2605.278675
,14650,PE,2021-05-04 09:30:00,104.7,2021-05-04 13:15:00,154.05,Max SL,2021-05-06,-3701.25,2021-05-04,-3701.25,21.9290625,32.87,-3756.0490625
,14600,CE,2021-05-04 13:30:00,114.95,2021-05-04 15:15:00,66.75,EOD,2021-05-06,3615,2021-05-04,3615,15.399075,0,3599.600925
,14550,CE,2021-05-05 09:30:00,97,2021-05-05 15:15:00,120.75,EOD,2021-05-06,-1781.25,2021-05-05,-1781.25,18.4543125,32.87,-1832.5743125
,14700,PE,2021-05-06 09:45:00,60.65,2021-05-06 15:15:00,0.35,EOD,2021-05-06,4522.5,2021-05-06,4522.5,5.16975,32.87,4484.46025
,14850,PE,2021-05-07 09:30:00,131.7,2021-05-07 15:15:00,135.2,EOD,2021-05-12,-262.5,2021-05-07,-262.5,22.619775,32.87,-317.989775
,14900,PE,2021-05-10 09:40:00,91.55,2021-05-10 11:15:00,81.25,Signal Change,2021-05-12,772.5,2021-05-10,772.5,14.6448,32.87,724.9852
,14950,CE,2021-05-10 11:15:00,87.9,2021-05-10 11:25:00,95.35,Signal Change,2021-05-12,-558.749999999999,2021-05-10,-558.749999999999,15.5304375,0,-574.280437499999
,14950,PE,2021-05-10 11:25:00,96.3,2021-05-10 11:30:00,98.5,Signal Change,2021-05-12,-165,2021-05-10,-165,16.5093,0,-181.5093
,14950,CE,2021-05-10 11:30:00,94.35,2021-05-10 15:15:00,87.2,EOD,2021-05-12,536.249999999999,2021-05-10,536.249999999999,15.3863625,0,520.863637499999
,14800,CE,2021-05-11 09:30:00,89.9,2021-05-11 11:35:00,130.85,Max SL,2021-05-12,-3071.25,2021-05-11,-3071.25,18.7085625,32.87,-3122.8285625
,14900,CE,2021-05-11 11:40:00,66.85,2021-05-11 15:15:00,39.15,EOD,2021-05-12,2077.5,2021-05-11,2077.5,8.9835,0,2068.5165
,14750,CE,2021-05-12 09:30:00,56.7,2021-05-12 15:15:00,0.45,EOD,2021-05-12,4218.75,2021-05-12,4218.75,4.8434625,32.87,4181.0365375
,14650,CE,2021-05-14 09:30:00,145.6,2021-05-14 11:50:00,139.2,Signal Change,2021-05-20,480,2021-05-14,480,24.1368,32.87,422.9932
,14650,PE,2021-05-14 11:50:00,133.65,2021-05-14 15:15:00,110.8,EOD,2021-05-20,1713.75,2021-05-14,1713.75,20.7171375,0,1693.0328625
,14750,PE,2021-05-17 09:50:00,97.55,2021-05-17 15:15:00,41.25,EOD,2021-05-20,4222.5,2021-05-17,4222.5,11.7633,32.87,4177.8667
,15100,PE,2021-05-18 09:30:00,72.1,2021-05-18 15:15:00,71.85,EOD,2021-05-20,18.75,2021-05-18,18.75,12.1997625,32.87,-26.3197625
,14900,PE,2021-05-20 14:50:00,11.55,2021-05-20 15:15:00,1.35,EOD,2021-05-20,765,2021-05-20,765,1.093275,32.87,731.036725
,15050,PE,2021-05-21 09:30:00,134.75,2021-05-21 15:15:00,57.65,EOD,2021-05-27,5782.5,2021-05-21,5782.5,16.3059,32.87,5733.3241
,15200,PE,2021-05-24 09:30:00,99.4,2021-05-24 15:15:00,88.25,EOD,2021-05-27,836.250000000001,2021-05-24,836.250000000001,15.9033375,32.87,787.4766625
,15250,PE,2021-05-25 09:40:00,65.35,2021-05-25 09:45:00,68.25,Signal Change,2021-05-27,-217.5,2021-05-25,-217.5,11.3226,32.87,-261.6926
,15250,CE,2021-05-25 09:45:00,91.25,2021-05-25 13:55:00,59.1,Signal Change,2021-05-27,2411.25,2021-05-25,2411.25,12.7421625,0,2398.5078375
,15200,PE,2021-05-25 13:55:00,77.2,2021-05-25 15:15:00,69.25,EOD,2021-05-27,596.25,2021-05-25,596.25,12.4116375,0,583.8383625
,15300,PE,2021-05-26 10:40:00,69.9,2021-05-26 15:15:00,49.4,EOD,2021-05-27,1537.5,2021-05-26,1537.5,10.110675,32.87,1494.519325
,15350,PE,2021-05-27 11:45:00,34.7,2021-05-27 15:15:00,17.6,EOD,2021-05-27,1282.5,2021-05-27,1282.5,4.432425,32.87,1245.197575
,15450,PE,2021-05-28 09:30:00,124.55,2021-05-28 15:15:00,120,EOD,2021-06-03,341.25,2021-05-28,341.25,20.7256125,32.87,287.6543875
,15500,PE,2021-05-31 11:10:00,86.5,2021-05-31 15:15:00,67.35,EOD,2021-06-03,1436.25,2021-05-31,1436.25,13.0387875,32.87,1390.3412125
,15650,PE,2021-06-01 09:30:00,98.25,2021-06-01 10:22:00,149,Max SL,2021-06-03,-3806.25,2021-06-01,-3806.25,20.9544375,32.87,-3860.0744375
,15550,PE,2021-06-01 10:25:00,82.25,2021-06-01 15:15:00,58.35,EOD,2021-06-03,1792.5,2021-06-01,1792.5,11.91585,0,1780.58415
,15500,CE,2021-06-02 09:30:00,69.6,2021-06-02 11:00:00,58.35,Signal Change,2021-06-03,843.749999999999,2021-06-02,843.749999999999,10.8437625,32.87,800.036237499999
,15500,PE,2021-06-02 11:00:00,61.65,2021-06-02 15:15:00,20.7,EOD,2021-06-03,3071.25,2021-06-02,3071.25,6.9791625,0,3064.2708375
,15650,PE,2021-06-03 09:30:00,31.05,2021-06-03 15:15:00,0.3,EOD,2021-06-03,2306.25,2021-06-03,2306.25,2.6569125,32.87,2270.7230875
,15700,CE,2021-06-04 09:30:00,118.7,2021-06-04 09:40:00,121.65,Signal Change,2021-06-10,-221.25,2021-06-04,-221.25,20.3696625,32.87,-274.4896625
,15700,PE,2021-06-04 09:40:00,111.1,2021-06-04 15:15:00,110.1,EOD,2021-06-10,75,2021-06-04,75,18.7467,0,56.2533
,15700,PE,2021-06-07 09:45:00,83.75,2021-06-07 13:55:00,62.95,Signal Change,2021-06-10,1560,2021-06-07,1560,12.432825,32.87,1514.697175
,15750,CE,2021-06-07 13:55:00,88.15,2021-06-07 14:40:00,98.95,Signal Change,2021-06-10,-810,2021-06-07,-810,15.856725,0,-825.856725
,15750,PE,2021-06-07 14:40:00,72.85,2021-06-07 14:50:00,76.8,Signal Change,2021-06-10,-296.25,2021-06-07,-296.25,12.6828375,0,-308.9328375
,15750,CE,2021-06-07 14:50:00,94.45,2021-06-07 15:00:00,95.4,Signal Change,2021-06-10,-71.2500000000002,2021-06-07,-71.2500000000002,16.0897875,0,-87.3397875000002
,15750,PE,2021-06-07 15:00:00,75.05,2021-06-07 15:15:00,78.65,EOD,2021-06-10,-270.000000000001,2021-06-07,-270.000000000001,13.026075,0,-283.026075000001
,15750,PE,2021-06-08 09:30:00,82.2,2021-06-08 10:00:00,109.2,Signal Change,2021-06-10,-2025,2021-06-08,-2025,16.22115,32.87,-2074.09115
,15700,CE,2021-06-08 10:00:00,75.35,2021-06-08 10:05:00,76.85,Signal Change,2021-06-10,-112.5,2021-06-08,-112.5,12.89895,0,-125.39895
,15700,PE,2021-06-08 10:05:00,78.1,2021-06-08 10:15:00,79.55,Signal Change,2021-06-10,-108.75,2021-06-08,-108.75,13.3608375,0,-122.1108375
,15700,CE,2021-06-08 10:15:00,76,2021-06-08 15:15:00,93.8,EOD,2021-06-10,-1335,2021-06-08,-1335,14.39055,0,-1349.39055
,15800,CE,2021-06-09 10:10:00,39.55,2021-06-09 15:15:00,8.4,EOD,2021-06-10,2336.25,2021-06-09,2336.25,4.0637625,32.87,2299.3162375
,15700,PE,2021-06-10 09:30:00,55.35,2021-06-10 15:15:00,0.3,EOD,2021-06-10,4128.75,2021-06-10,4128.75,4.7163375,32.87,4091.1636625
,15800,PE,2021-06-11 09:40:00,91.65,2021-06-11 11:20:00,92.85,Signal Change,2021-06-17,-89.9999999999992,2021-06-11,-89.9999999999992,15.636375,32.87,-138.506374999999
,15800,CE,2021-06-11 11:20:00,103.45,2021-06-11 15:15:00,91,EOD,2021-06-17,933.75,2021-06-11,933.75,16.4796375,0,917.2703625
,15650,PE,2021-06-14 09:35:00,117.6,2021-06-14 13:23:00,36.5,Target Hit,2021-06-17,6082.5,2021-06-14,6082.5,13.059975,32.87,6036.570025
,15800,PE,2021-06-14 13:30:00,85.25,2021-06-14 15:15:00,70.25,EOD,2021-06-17,1125,2021-06-14,1125,13.178625,0,1111.821375
,15900,PE,2021-06-15 09:30:00,87.3,2021-06-15 11:45:00,82.65,Signal Change,2021-06-17,348.749999999999,2021-06-15,348.749999999999,14.4032625,32.87,301.476737499999
,15900,CE,2021-06-15 11:45:00,53.5,2021-06-15 15:15:00,47.5,EOD,2021-06-17,450,2021-06-15,450,8.55975,0,441.44025
,15850,CE,2021-06-16 09:30:00,62.75,2021-06-16 15:15:00,24.85,EOD,2021-06-17,2842.5,2021-06-16,2842.5,7.4241,32.87,2802.2059
,15700,CE,2021-06-17 09:30:00,41.1,2021-06-17 15:15:00,1.8,EOD,2021-06-17,2947.5,2021-06-17,2947.5,3.635775,32.87,2910.994225
,15600,CE,2021-06-18 10:10:00,131,2021-06-18 10:55:00,102,Signal Change,2021-06-24,2175,2021-06-18,2175,19.74675,32.87,2122.38325
,15500,PE,2021-06-18 10:55:00,119.85,2021-06-18 11:00:00,162.65,Max SL,2021-06-24,-3210,2021-06-18,-3210,23.941875,0,-3233.941875
,15500,PE,2021-06-18 11:05:00,142,2021-06-18 11:15:00,115.4,Signal Change,2021-06-24,1995,2021-06-18,1995,21.81465,0,1973.18535
,15550,CE,2021-06-18 11:15:00,130.3,2021-06-18 14:30:00,180,Max SL,2021-06-24,-3727.5,2021-06-18,-3727.5,26.297925,0,-3753.797925
,15650,PE,2021-06-18 14:40:00,100,2021-06-18 15:15:00,85.95,EOD,2021-06-24,1053.75,2021-06-18,1053.75,15.7592625,0,1037.9907375
,15550,PE,2021-06-21 09:30:00,108.3,2021-06-21 15:15:00,30.7,EOD,2021-06-24,5820,2021-06-21,5820,11.78025,32.87,5775.34975
,15850,PE,2021-06-22 09:30:00,74.35,2021-06-22 11:50:00,62.15,Signal Change,2021-06-24,915,2021-06-22,915,11.568375,32.87,870.561625
,15850,CE,2021-06-22 11:50:00,74.9,2021-06-22 15:15:00,36,EOD,2021-06-24,2917.5,2021-06-22,2917.5,9.398775,0,2908.101225
,15800,CE,2021-06-23 09:30:00,65.45,2021-06-23 14:10:00,51.25,Signal Change,2021-06-24,1065,2021-06-23,1065,9.890325,32.87,1022.239675
,15750,PE,2021-06-23 14:10:00,42.1,2021-06-23 14:39:00,83.3,Max SL,2021-06-24,-3090,2021-06-23,-3090,10.62765,0,-3100.62765
,15700,PE,2021-06-23 14:40:00,60.75,2021-06-23 15:15:00,57.4,EOD,2021-06-24,251.25,2021-06-23,251.25,10.0132125,0,241.2367875
,15750,PE,2021-06-24 09:30:00,51.4,2021-06-24 15:15:00,0.2,EOD,2021-06-24,3840,2021-06-24,3840,4.3731,32.87,3802.7569
,15850,PE,2021-06-25 14:15:00,93,2021-06-25 15:15:00,84.4,EOD,2021-07-01,645,2021-06-25,645,15.03465,32.87,597.09535
,15800,CE,2021-06-29 09:30:00,80.35,2021-06-29 12:15:00,47.85,Signal Change,2021-07-01,2437.5,2021-06-29,2437.5,10.86495,32.87,2393.76505
,15750,PE,2021-06-29 12:15:00,74.55,2021-06-29 15:15:00,61,EOD,2021-07-01,1016.25,2021-06-29,1016.25,11.4878625,0,1004.7621375
,15800,PE,2021-06-30 09:30:00,59.8,2021-06-30 10:40:00,39.95,Signal Change,2021-07-01,1488.75,2021-06-30,1488.75,8.4538125,32.87,1447.4261875
,15850,CE,2021-06-30 10:40:00,40.65,2021-06-30 15:15:00,8.1,EOD,2021-07-01,2441.25,2021-06-30,2441.25,4.1315625,0,2437.1184375
,15700,CE,2021-07-01 09:30:00,37.35,2021-07-01 15:00:00,2.55,Signal Change,2021-07-01,2610,2021-07-01,2610,3.381525,32.87,2573.748475
,15700,PE,2021-07-01 15:00:00,18.35,2021-07-01 15:05:00,26.35,Signal Change,2021-07-01,-600,2021-07-01,-600,3.788325,0,-603.788325
,15650,CE,2021-07-01 15:05:00,24.7,2021-07-01 15:15:00,26.45,EOD,2021-07-01,-131.25,2021-07-01,-131.25,4.3349625,0,-135.5849625
,15700,CE,2021-07-02 09:30:00,78.35,2021-07-02 15:15:00,86.75,EOD,2021-07-08,-630.000000000001,2021-07-02,-630.000000000001,13.992225,32.87,-676.862225
,15800,PE,2021-07-05 09:30:00,65.95,2021-07-05 15:15:00,44.3,EOD,2021-07-08,1623.75,2021-07-05,1623.75,9.3436875,32.87,1581.5363125
,15900,CE,2021-07-06 11:55:00,49.8,2021-07-06 15:15:00,16.95,EOD,2021-07-08,2463.75,2021-07-06,2463.75,5.6570625,32.87,2425.2229375
,15850,CE,2021-07-07 09:30:00,37.85,2021-07-07 10:50:00,27.65,Signal Change,2021-07-08,765,2021-07-07,765,5.551125,32.87,726.578875
,15800,PE,2021-07-07 10:50:00,45.3,2021-07-07 15:15:00,16.95,EOD,2021-07-08,2126.25,2021-07-07,2126.25,5.2756875,0,2120.9743125
,15800,CE,2021-07-08 11:55:00,34.3,2021-07-08 15:15:00,0.2,EOD,2021-07-08,2557.5,2021-07-08,2557.5,2.923875,32.87,2521.706125
,15650,CE,2021-07-09 09:30:00,109.25,2021-07-09 15:15:00,124.3,EOD,2021-07-15,-1128.75,2021-07-09,-1128.75,19.7933625,32.87,-1181.4133625
,15750,PE,2021-07-12 09:45:00,65.75,2021-07-12 10:15:00,55.6,Signal Change,2021-07-15,761.25,2021-07-12,761.25,10.2844125,32.87,718.0955875
,15800,CE,2021-07-12 10:15:00,59.5,2021-07-12 10:40:00,63.6,Signal Change,2021-07-15,-307.5,2021-07-12,-307.5,10.432725,0,-317.932725
,15800,PE,2021-07-12 10:40:00,72.65,2021-07-12 13:13:00,129.7,Max SL,2021-07-15,-4278.75,2021-07-12,-4278.75,17.1491625,0,-4295.8991625
,15700,PE,2021-07-12 13:25:00,91,2021-07-12 13:35:00,66.25,Signal Change,2021-07-15,1856.25,2021-07-12,1856.25,13.3269375,0,1842.9230625
,15700,CE,2021-07-12 13:35:00,81.6,2021-07-12 13:40:00,82.75,Signal Change,2021-07-15,-86.2500000000004,2021-07-12,-86.2500000000004,13.9286625,0,-100.1786625
,15700,PE,2021-07-12 13:40:00,65.75,2021-07-12 15:15:00,72.25,EOD,2021-07-15,-487.5,2021-07-12,-487.5,11.6955,0,-499.1955
,15750,PE,2021-07-13 09:30:00,50.1,2021-07-13 15:15:00,28.95,EOD,2021-07-15,1586.25,2021-07-13,1586.25,6.6994875,32.87,1546.6805125
,15750,PE,2021-07-14 10:00:00,41.2,2021-07-14 15:15:00,11,EOD,2021-07-15,2265,2021-07-14,2265,4.42395,32.87,2227.70605
,15900,PE,2021-07-15 09:55:00,35.35,2021-07-15 15:15:00,0.2,EOD,2021-07-15,2636.25,2021-07-15,2636.25,3.0128625,32.87,2600.3671375
,15950,CE,2021-07-16 09:45:00,85.45,2021-07-16 15:15:00,64.5,EOD,2021-07-22,1571.25,2021-07-16,1571.25,12.7082625,32.87,1525.6717375
,15800,CE,2021-07-19 09:30:00,85.3,2021-07-19 15:15:00,43.9,EOD,2021-07-22,3105,2021-07-19,3105,10.9497,32.87,3061.1803
,15700,CE,2021-07-20 09:30:00,59.35,2021-07-20 11:15:00,33.7,Signal Change,2021-07-22,1923.75,2021-07-20,1923.75,7.8859875,32.87,1882.9940125
,15600,PE,2021-07-20 11:15:00,67.3,2021-07-20 15:15:00,34.1,EOD,2021-07-22,2490,2021-07-20,2490,8.59365,0,2481.40635
,15750,PE,2021-07-22 09:30:00,29.4,2021-07-22 15:15:00,0.1,EOD,2021-07-22,2197.5,2021-07-22,2197.5,2.500125,32.87,2162.129875
,15800,PE,2021-07-23 09:30:00,61.5,2021-07-23 09:33:00,104.5,Max SL,2021-07-29,-3225,2021-07-23,-3225,14.0685,32.87,-3271.9385
,15800,PE,2021-07-23 09:35:00,99.45,2021-07-23 15:15:00,54.45,EOD,2021-07-29,3375,2021-07-23,3375,13.043025,0,3361.956975
,15850,CE,2021-07-26 09:30:00,79.05,2021-07-26 12:25:00,67.2,Signal Change,2021-07-29,888.75,2021-07-26,888.75,12.3946875,32.87,843.4853125
,15850,PE,2021-07-26 12:25:00,77.5,2021-07-26 15:15:00,82.75,EOD,2021-07-29,-393.75,2021-07-26,-393.75,13.5811875,0,-407.3311875
,15800,CE,2021-07-27 12:35:00,59.2,2021-07-27 15:15:00,33.8,EOD,2021-07-29,1905,2021-07-27,1905,7.88175,32.87,1864.24825
,15700,CE,2021-07-28 09:30:00,51.65,2021-07-28 11:15:00,24.65,Signal Change,2021-07-29,2025,2021-07-28,2025,6.466425,32.87,1985.663575
,15600,PE,2021-07-28 11:15:00,72.65,2021-07-28 15:15:00,13.65,EOD,2021-07-29,4425,2021-07-28,4425,7.313925,0,4417.686075
,15750,PE,2021-07-29 09:30:00,37.7,2021-07-29 15:15:00,0.25,EOD,2021-07-29,2808.75,2021-07-29,2808.75,3.2162625,32.87,2772.6637375
,15850,PE,2021-07-30 14:25:00,84.05,2021-07-30 15:01:00,133.45,Max SL,2021-08-05,-3705,2021-07-30,-3705,18.433125,32.87,-3756.303125
,15800,PE,2021-07-30 15:05:00,90.6,2021-07-30 15:15:00,108.85,EOD,2021-08-05,-1368.75,2021-07-30,-1368.75,16.9033875,0,-1385.6533875
,15850,PE,2021-08-02 09:30:00,67.8,2021-08-02 15:15:00,54.65,EOD,2021-08-05,986.25,2021-08-02,986.25,10.3776375,32.87,943.0023625
,15950,PE,2021-08-03 09:30:00,86.95,2021-08-03 15:15:00,26.1,EOD,2021-08-05,4563.75,2021-08-03,4563.75,9.5809875,32.87,4521.2990125
,16250,PE,2021-08-04 09:30:00,74.85,2021-08-04 15:15:00,40.35,EOD,2021-08-05,2587.5,2021-08-04,2587.5,9.7632,32.87,2544.8668
,16300,PE,2021-08-05 13:05:00,14.7,2021-08-05 13:40:00,12.2,Signal Change,2021-08-05,187.5,2021-08-05,187.5,2.279775,32.87,152.350225
,16350,CE,2021-08-05 13:40:00,10.8,2021-08-05 13:45:00,9.15,Signal Change,2021-08-05,123.75,2021-08-05,123.75,1.6907625,0,122.0592375
,16350,PE,2021-08-05 13:45:00,37.75,2021-08-05 15:15:00,57.25,EOD,2021-08-05,-1462.5,2021-08-05,-1462.5,8.05125,0,-1470.55125
,16250,CE,2021-08-06 15:15:00,76.55,2021-08-09 10:50:00,86.4,Signal Change,2021-08-12,-738.750000000001,2021-08-09,-738.750000000001,13.8100125,32.87,-785.430012500001
,16300,PE,2021-08-09 10:50:00,89.35,2021-08-09 13:36:00,130.6,Max SL,2021-08-12,-3093.75,2021-08-09,-3093.75,18.6407625,0,-3112.3907625
,16200,PE,2021-08-09 13:40:00,73.15,2021-08-09 15:15:00,46.55,EOD,2021-08-12,1995,2021-08-09,1995,10.144575,0,1984.855425
,16300,PE,2021-08-10 09:30:00,66,2021-08-10 09:55:00,61.6,Signal Change,2021-08-12,330,2021-08-10,330,10.8141,32.87,286.3159
,16300,CE,2021-08-10 09:55:00,71.7,2021-08-10 10:00:00,67.5,Signal Change,2021-08-12,315,2021-08-10,315,11.7972,0,303.2028
,16300,PE,2021-08-10 10:00:00,64.05,2021-08-10 11:45:00,48.65,Signal Change,2021-08-12,1155,2021-08-10,1155,9.551325,0,1145.448675
,16350,CE,2021-08-10 11:45:00,58.75,2021-08-10 15:15:00,28.1,EOD,2021-08-12,2298.75,2021-08-10,2298.75,7.3605375,0,2291.3894625
,16300,CE,2021-08-11 09:30:00,59.2,2021-08-11 13:55:00,32.3,Signal Change,2021-08-12,2017.5,2021-08-11,2017.5,7.754625,32.87,1976.875375
,16250,PE,2021-08-11 13:55:00,39.45,2021-08-11 15:15:00,29.4,EOD,2021-08-12,753.75,2021-08-11,753.75,5.8350375,0,747.9149625
,16300,PE,2021-08-12 09:30:00,34.35,2021-08-12 15:15:00,0.35,EOD,2021-08-12,2550,2021-08-12,2550,2.940825,32.87,2514.189175
,16450,PE,2021-08-13 09:30:00,100.5,2021-08-13 15:15:00,60.35,EOD,2021-08-18,3011.25,2021-08-13,3011.25,13.6320375,32.87,2964.7479625
,16500,PE,2021-08-16 09:30:00,72.9,2021-08-16 15:15:00,42.45,EOD,2021-08-18,2283.75,2021-08-16,2283.75,9.7759125,32.87,2241.1040875
,16500,PE,2021-08-17 12:40:00,48.05,2021-08-17 15:15:00,14.5,EOD,2021-08-18,2516.25,2021-08-17,2516.25,5.3011125,32.87,2478.0788875
,16700,PE,2021-08-18 09:30:00,42.6,2021-08-18 10:10:00,39,Signal Change,2021-08-18,270,2021-08-18,270,6.9156,32.87,230.2144
,16700,CE,2021-08-18 10:10:00,18.6,2021-08-18 10:40:00,21.65,Signal Change,2021-08-18,-228.75,2021-08-18,-228.75,3.4111875,0,-232.1611875
,16700,PE,2021-08-18 10:40:00,32.35,2021-08-18 11:00:00,40.7,Signal Change,2021-08-18,-626.25,2021-08-18,-626.25,6.1909875,0,-632.4409875
,16700,CE,2021-08-18 11:00:00,16.3,2021-08-18 15:15:00,0.15,EOD,2021-08-18,1211.25,2021-08-18,1211.25,1.3941375,0,1209.8558625
,16450,CE,2021-08-20 09:30:00,112.2,2021-08-20 11:30:00,95.25,Signal Change,2021-08-26,1271.25,2021-08-20,1271.25,17.5813875,32.87,1220.7986125
,16450,PE,2021-08-20 11:30:00,109.9,2021-08-20 15:15:00,95.8,EOD,2021-08-26,1057.5,2021-08-20,1057.5,17.433075,0,1040.066925
,16550,PE,2021-08-23 09:30:00,86.85,2021-08-23 10:30:00,130,Max SL,2021-08-26,-3236.25,2021-08-23,-3236.25,18.3780375,32.87,-3287.4980375
,16450,PE,2021-08-23 11:00:00,97.15,2021-08-23 15:15:00,59,EOD,2021-08-26,2861.25,2021-08-23,2861.25,13.2337125,0,2848.0162875
,16600,PE,2021-08-24 13:20:00,76.2,2021-08-24 15:15:00,47.95,EOD,2021-08-26,2118.75,2021-08-24,2118.75,10.5217125,32.87,2075.3582875
,16700,PE,2021-08-25 09:30:00,62.15,2021-08-25 14:55:00,85.1,Signal Change,2021-08-26,-1721.25,2021-08-25,-1721.25,12.4794375,32.87,-1766.5994375
,16650,CE,2021-08-25 14:55:00,34.2,2021-08-25 15:15:00,28.65,EOD,2021-08-26,416.25,2021-08-25,416.25,5.3265375,0,410.9234625
,16650,CE,2021-08-26 09:30:00,32.35,2021-08-26 15:15:00,0.25,EOD,2021-08-26,2407.5,2021-08-26,2407.5,2.76285,32.87,2371.86715
,16700,PE,2021-08-27 11:35:00,106.25,2021-08-27 15:15:00,92.05,EOD,2021-09-02,1065,2021-08-27,1065,16.805925,32.87,1015.324075
,16800,PE,2021-08-30 09:30:00,79.55,2021-08-30 15:15:00,37.6,EOD,2021-09-02,3146.25,2021-08-30,3146.25,9.9284625,32.87,3103.4515375
,16950,PE,2021-08-31 09:30:00,66.6,2021-08-31 15:15:00,27.65,EOD,2021-09-02,2921.25,2021-08-31,2921.25,7.9876875,32.87,2880.3923125
,17200,PE,2021-09-01 09:30:00,85.8,2021-09-01 11:05:00,120.35,Signal Change,2021-09-02,-2591.25,2021-09-01,-2591.25,17.4712125,32.87,-2641.5912125
,17100,CE,2021-09-01 11:05:00,71.25,2021-09-01 11:15:00,69.5,Signal Change,2021-09-02,131.25,2021-09-01,131.25,11.9285625,0,119.3214375
,17100,PE,2021-09-01 11:15:00,53.05,2021-09-01 11:40:00,59.55,Signal Change,2021-09-02,-487.5,2021-09-01,-487.5,9.54285,0,-497.04285
,17100,CE,2021-09-01 11:40:00,62.4,2021-09-01 15:15:00,30.65,EOD,2021-09-02,2381.25,2021-09-01,2381.25,7.8859875,0,2373.3640125
,17150,PE,2021-09-02 11:30:00,23.85,2021-09-02 15:15:00,0.15,EOD,2021-09-02,1777.5,2021-09-02,1777.5,2.034,32.87,1742.596
,17300,PE,2021-09-03 09:30:00,124.9,2021-09-03 15:15:00,93.6,EOD,2021-09-09,2347.5,2021-09-03,2347.5,18.517875,32.87,2296.112125
,17400,PE,2021-09-06 09:50:00,99.2,2021-09-06 15:15:00,96.45,EOD,2021-09-09,206.25,2021-09-06,206.25,16.5813375,32.87,156.7986625
,17400,PE,2021-09-07 12:35:00,72.8,2021-09-07 15:15:00,87.65,EOD,2021-09-09,-1113.75,2021-09-07,-1113.75,13.5981375,32.87,-1160.2181375
,17350,CE,2021-09-08 09:30:00,62.25,2021-09-08 12:40:00,36.95,Signal Change,2021-09-09,1897.5,2021-09-08,1897.5,8.4072,32.87,1856.2228
,17300,PE,2021-09-08 12:40:00,58,2021-09-08 13:00:00,62.3,Signal Change,2021-09-09,-322.5,2021-09-08,-322.5,10.195425,0,-332.695425
,17300,CE,2021-09-08 13:00:00,56.65,2021-09-08 13:55:00,47.35,Signal Change,2021-09-09,697.5,2021-09-08,697.5,8.814,0,688.686
,17300,PE,2021-09-08 13:55:00,59,2021-09-08 14:00:00,54.3,Signal Change,2021-09-09,352.5,2021-09-08,352.5,9.602175,0,342.897825
,17300,CE,2021-09-08 14:00:00,49.55,2021-09-08 15:15:00,77.85,EOD,2021-09-09,-2122.5,2021-09-08,-2122.5,10.79715,0,-2133.29715
,17300,PE,2021-09-13 10:05:00,98.9,2021-09-13 15:15:00,55.95,EOD,2021-09-16,3221.25,2021-09-13,3221.25,13.1235375,32.87,3175.2564625
